IP,Env,NAME,STATUS,Operating System,OS Lifecycle EOL Date,OS Lifecycle EOS Date,Patching Scope,Internet Facing,Asset Criticality,CVE ID,CVSS,Vuln Type,Qualys Severity,Title,Vuln Status,Solution,Exploitability,Results,First Detected,Last Detected,Date Last Fixed,Last Reopened,Exempted,Age,New/Old,SLA,Week,Vuln_Status,Actual Fixed Date
10.1.1.13,Prod,Prod-Server-6,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1323,9,Application,4,Windows Server Application Update-12,New,Solution-55,Yes,Result-55,05-Apr-24,23-Jun-24,,,Yes,79,Old,0 to 45,1,Open,
10.1.1.13,Prod,Prod-Server-6,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1323,9,Application,4,Windows Server Application Update-15,New,Solution-91,Yes,Result-91,15-May-24,23-Jun-24,,,Yes,39,Old,0 to 45,1,Open,
10.1.1.13,Prod,Prod-Server-6,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1323,9,Application,4,Windows Server Application Update-18,New,Solution-97,Yes,Result-97,21-May-24,23-Jun-24,,,Yes,33,New,0 to 45,1,Open,
192.168.1.2,Prod,Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1308,2.5,Application,2,Windows Application Update-2,New,Solution-25,Yes,Result-25,04-Apr-24,23-Jun-24,,,No,80,Old,45 to 90,1,Open,
192.168.1.4,Prod,Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,NA,3,Application,1,Windows Application Update-4,New,Solution-27,No,Result-27,04-Jun-24,23-Jun-24,,,No,19,Old,45 to 90,1,Open,
192.168.1.5,Prod,Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1311,3,Application,2,Windows Application Update-5,New,Solution-28,Yes,Result-28,04-Jul-24,23-Jun-24,,,No,-11,Old,45 to 90,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1313,9,Application,4,Windows Application Update-7,New,Solution-30,Yes,Result-30,04-Sep-24,23-Jun-24,,,Yes,-73,Old,45 to 90,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1314,9,Application,4,Windows Application Update-8,New,Solution-31,Yes,Result-31,04-Oct-24,23-Jun-24,,,Yes,-103,Old,45 to 90,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1316,8,Application,5,Windows Application Update-10,New,Solution-33,No,Result-33,04-Dec-24,23-Jun-24,,,Yes,-164,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1317,3,Application,2,Windows Application Update-11,New,Solution-34,Yes,Result-34,13-Apr-24,23-Jun-24,,,No,71,Old,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,OS,2,Windows Server OS Update-3,New,Solution-37,Yes,Result-37,16-Apr-24,23-Jun-24,,,No,68,Old,0 to 45,1,Open,
10.1.1.13,Prod,Prod-Server-6,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1323,9,OS,4,Windows Server OS Update-6,New,Solution-40,Yes,Result-40,19-Apr-24,23-Jun-24,,,No,65,Old,0 to 45,1,Open,
10.1.1.13,Prod,Prod-Server-6,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1323,9,Application,4,Windows Server Application Update-6,New,Solution-49,Yes,Result-49,28-Apr-24,23-Jun-24,,,Yes,56,Old,0 to 45,1,Open,
10.1.1.13,Prod,Prod-Server-6,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1323,9,Application,4,Windows Server Application Update-12,New,Solution-55,Yes,Result-55,05-Apr-24,23-Jun-24,,,Yes,79,Old,0 to 45,1,Open,
10.1.1.13,Prod,Prod-Server-6,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1323,9,Application,4,Windows Server Application Update-15,New,Solution-91,Yes,Result-91,15-May-24,23-Jun-24,,,Yes,39,Old,0 to 45,1,Open,
10.1.1.13,Prod,Prod-Server-6,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1323,9,Application,4,Windows Server Application Update-18,New,Solution-97,Yes,Result-97,21-May-24,23-Jun-24,,,Yes,33,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-22,Reopened,Solution-73,Yes,Result-73,22-May-24,23-Jun-24,,24-May-24,No,32,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-12,Reopened,Solution-88,Yes,Result-88,05-Dec-24,23-Jun-24,,24-May-24,No,-165,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-7,Reopened,Solution-19,Yes,Result-19,29-Mar-24,23-Jun-24,,05-May-24,No,86,Old,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-8,Reopened,Solution-20,Yes,Result-20,30-Mar-24,23-Jun-24,,05-May-24,No,85,Old,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-10,Reopened,Solution-22,No,Result-22,04-Jan-24,23-Jun-24,,05-May-24,No,171,Old,0 to 45,1,Open,
192.168.2.5,Non-Prod,Non-Prod-LAP-5,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1306,5,OS,2,Windows OS Update-11,Reopened,Solution-23,Yes,Result-23,04-Feb-24,23-Jun-24,,05-May-24,No,140,Old,0 to 45,1,Open,
192.168.1.1,Prod,Prod-LAP-1,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,Yes,CVE-2023-1307,8.9,Application,5,Windows Application Update-1,Reopened,Solution-24,Yes,Result-24,04-Mar-24,23-Jun-24,,20-May-24,No,111,New,0 to 45,1,Open,
10.1.1.10,Prod,Prod-Server-3,Active,Windows Server 2022,13-Oct-26,14-Oct-31,Server Team,Yes,Yes,CVE-2023-1320,3,Application,2,Windows Server Application Update-3,Reopened,Solution-46,Yes,Result-46,25-Apr-24,23-Jun-24,,24-May-24,No,59,New,0 to 45,1,Open,
192.168.2.1,Non-Prod,Non-Prod-LAP-1,Decommisoned,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1302,8,OS,4,Windows OS Update-18,Reopened,Solution-69,Yes,Result-69,18-May-24,23-Jun-24,,24-May-24,No,36,New,0 to 45,1,Open,
192.168.2.2,Non-Prod,Non-Prod-LAP-2,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1303,9,OS,4,Windows OS Update-19,Reopened,Solution-70,Yes,Result-70,19-May-24,23-Jun-24,,24-May-24,No,35,New,0 to 45,1,Open,
192.168.2.4,Non-Prod,Non-Prod-LAP-4,Active,Windows 11,10-Nov-26,10-Nov-26,Windows Team,Yes,No,CVE-2023-1305,10,OS,5,Windows OS Update-21,Reopened,Solution-72,No,Result-72,21-May-24,23-Jun-24,,24-May-24,No,33,New,0 to 45,1,Open,
